ID,Gender,Age,Edu,Inc,Emp,Monthly_Spend,Retail_Platform,Adv,Soc,Grat,Ide,Rol,Val,Eff,Ach,MAH_1,filter_$,Spend,Occupation
200,2.0,2.0,2.0,2.0,1.0,2.0,1.0,33.333.333.333.333.300,3.5,3.0,3.0,4.0,3.25,4.0,4.333.333.333.333.330,6.972.895.211.520.100,1.0,2.0,3.0
270,2.0,1.0,2.0,2.0,2.0,2.0,1.0,33.333.333.333.333.300,3.25,3.0,3.0,3.25,3.0,3.5,36.666.666.666.666.600,7.589.536.930.562.720,1.0,2.0,4.0
302,1.0,1.0,2.0,2.0,4.0,1.0,0.0,36.666.666.666.666.600,3.5,4.0,3.5,4.0,3.5,4.0,4.0,7.710.251.828.716.940,1.0,1.0,6.0
381,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.333.333.333.333.330,3.75,4.0,3.5,4.0,3.5,3.5,4.0,8.935.134.398.872.390,1.0,2.0,3.0
64,2.0,2.0,2.0,2.0,1.0,2.0,0.0,4.0,3.25,4.0,3.0,4.0,3.0,3.5,4.333.333.333.333.330,8.958.068.950.034.400,1.0,2.0,2.0
264,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.75,4.0,3.0,4.0,3.5,3.5,4.0,9.749.931.629.008.300,1.0,1.0,3.0
243,2.0,1.0,1.0,1.0,1.0,1.0,0.0,36.666.666.666.666.600,3.5,33.333.333.333.333.300,3.0,3.75,3.5,3.0,36.666.666.666.666.600,11.171.391.278.034.300,1.0,1.0,3.0
308,2.0,1.0,2.0,1.0,1.0,1.0,0.0,33.333.333.333.333.300,2.75,26.666.666.666.666.600,3.0,3.75,3.0,3.5,36.666.666.666.666.600,11.517.350.969.186.300,1.0,1.0,3.0
136,1.0,2.0,2.0,2.0,1.0,2.0,0.0,4.0,3.75,36.666.666.666.666.600,3.0,3.75,3.75,4.0,4.0,1.208.028.370.151.050,1.0,2.0,3.0
207,2.0,1.0,2.0,1.0,1.0,2.0,0.0,4.0,3.25,4.0,3.5,4.5,3.25,3.5,4.0,13.037.871.635.162.600,1.0,2.0,2.0
106,1.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,3.0,33.333.333.333.333.300,3.0,3.5,2.75,4.0,4.0,13.983.956.918.721.600,1.0,2.0,3.0
147,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,36.666.666.666.666.600,4.0,4.25,3.5,3.5,4.0,1.416.774.345.066.720,1.0,1.0,2.0
97,1.0,1.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.228.498.148.008.100,1.0,3.0,4.0
99,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.228.498.148.008.100,1.0,3.0,4.0
100,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.228.498.148.008.100,1.0,3.0,4.0
101,1.0,1.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.228.498.148.008.100,1.0,3.0,4.0
103,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.228.498.148.008.100,1.0,3.0,4.0
155,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.228.498.148.008.100,1.0,1.0,4.0
211,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.228.498.148.008.100,1.0,3.0,3.0
321,2.0,2.0,2.0,2.0,1.0,2.0,0.0,36.666.666.666.666.600,4.0,4.0,3.0,4.0,3.0,3.5,4.0,16.640.639.394.798.900,1.0,2.0,2.0
156,2.0,2.0,2.0,2.0,1.0,1.0,0.0,36.666.666.666.666.600,3.25,26.666.666.666.666.600,3.0,3.25,2.75,3.5,4.0,1.684.992.813.193.560,1.0,1.0,1.0
386,1.0,1.0,2.0,2.0,1.0,2.0,0.0,33.333.333.333.333.300,3.25,4.0,3.5,4.25,3.5,4.0,4.0,17.318.803.211.706.000,1.0,2.0,3.0
389,1.0,1.0,1.0,1.0,1.0,2.0,1.0,33.333.333.333.333.300,3.5,4.0,4.0,4.0,3.5,4.0,4.0,17.623.243.495.267.200,1.0,2.0,3.0
79,1.0,2.0,2.0,2.0,1.0,2.0,0.0,33.333.333.333.333.300,3.0,23.333.333.333.333.300,3.0,3.25,3.25,3.5,36.666.666.666.666.600,18.018.645.984.990.300,1.0,2.0,3.0
343,1.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,3.5,3.0,3.0,4.25,3.5,4.5,4.333.333.333.333.330,18.285.678.921.565.000,1.0,2.0,6.0
88,1.0,1.0,2.0,2.0,2.0,2.0,0.0,36.666.666.666.666.600,4.0,4.0,4.0,4.0,4.0,4.0,4.0,19.083.710.037.952.400,1.0,3.0,4.0
170,2.0,2.0,1.0,2.0,1.0,2.0,0.0,36.666.666.666.666.600,4.0,4.0,4.0,4.0,4.0,4.0,4.0,19.083.710.037.952.400,1.0,2.0,3.0
376,1.0,1.0,1.0,2.0,1.0,2.0,0.0,36.666.666.666.666.600,4.0,4.0,4.0,4.0,4.0,4.0,4.0,19.083.710.037.952.400,1.0,2.0,3.0
123,2.0,1.0,2.0,1.0,1.0,2.0,1.0,33.333.333.333.333.300,3.75,26.666.666.666.666.600,3.0,4.0,2.5,4.0,4.0,20.590.507.105.683.500,1.0,2.0,3.0
59,2.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,2.75,36.666.666.666.666.600,3.5,3.5,3.5,4.0,4.0,2.137.184.244.373.030,1.0,3.0,1.0
356,1.0,1.0,2.0,1.0,4.0,2.0,1.0,4.333.333.333.333.330,3.0,4.0,3.5,4.5,3.5,3.5,4.0,2.143.856.832.043.730,1.0,2.0,6.0
185,1.0,1.0,2.0,1.0,4.0,1.0,1.0,33.333.333.333.333.300,3.5,4.333.333.333.333.330,4.0,4.0,3.25,4.0,4.333.333.333.333.330,2.220.407.171.093.620,1.0,1.0,6.0
31,1.0,2.0,2.0,2.0,1.0,2.0,1.0,33.333.333.333.333.300,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.304.397.181.337.500,1.0,2.0,2.0
322,2.0,1.0,2.0,2.0,1.0,1.0,0.0,36.666.666.666.666.600,4.0,36.666.666.666.666.600,3.5,4.0,3.5,4.5,5.0,22.404.777.077.815.200,1.0,1.0,3.0
29,2.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.844.466.524.227.100,1.0,2.0,6.0
42,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.844.466.524.227.100,1.0,2.0,3.0
228,2.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.844.466.524.227.100,1.0,1.0,4.0
310,2.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.844.466.524.227.100,1.0,3.0,3.0
355,1.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.844.466.524.227.100,1.0,3.0,3.0
357,1.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.844.466.524.227.100,1.0,1.0,6.0
358,1.0,1.0,1.0,1.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.844.466.524.227.100,1.0,2.0,6.0
374,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.844.466.524.227.100,1.0,1.0,3.0
154,2.0,2.0,1.0,2.0,1.0,1.0,0.0,36.666.666.666.666.600,3.5,3.0,3.0,3.75,3.25,3.0,4.333.333.333.333.330,22.936.979.085.884.700,1.0,1.0,3.0
128,1.0,2.0,1.0,2.0,1.0,1.0,0.0,33.333.333.333.333.300,3.0,3.0,2.0,3.25,3.25,4.0,4.0,23.076.465.911.984.100,1.0,1.0,1.0
119,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.25,4.0,3.5,4.0,3.25,4.0,4.0,2.317.612.428.975.100,1.0,2.0,4.0
54,2.0,2.0,2.0,2.0,1.0,2.0,0.0,36.666.666.666.666.600,4.25,4.0,3.0,4.0,3.25,3.5,4.333.333.333.333.330,23.313.543.429.852.300,1.0,2.0,2.0
145,1.0,1.0,2.0,1.0,2.0,1.0,1.0,33.333.333.333.333.300,3.75,4.333.333.333.333.330,3.5,4.5,3.5,4.0,4.666.666.666.666.660,2.428.263.601.734.650,1.0,1.0,4.0
77,2.0,1.0,2.0,2.0,1.0,2.0,0.0,4.333.333.333.333.330,4.25,36.666.666.666.666.600,4.0,4.0,3.0,4.0,4.0,24.527.668.492.948.900,1.0,2.0,3.0
364,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,23.333.333.333.333.300,3.0,3.5,2.5,3.0,4.0,2.460.812.770.486.500,1.0,1.0,6.0
47,2.0,2.0,1.0,2.0,1.0,1.0,0.0,33.333.333.333.333.300,4.0,36.666.666.666.666.600,3.0,4.0,3.25,3.0,36.666.666.666.666.600,24.841.786.321.537.500,1.0,1.0,3.0
221,2.0,2.0,2.0,1.0,2.0,1.0,0.0,4.333.333.333.333.330,3.75,4.333.333.333.333.330,4.5,4.75,4.25,4.5,4.666.666.666.666.660,2.521.869.509.022.390,1.0,1.0,4.0
158,2.0,1.0,2.0,1.0,4.0,2.0,0.0,4.333.333.333.333.330,3.5,4.0,3.5,4.5,4.5,4.0,4.666.666.666.666.660,25.723.464.286.001.700,1.0,2.0,6.0
242,2.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,3.75,36.666.666.666.666.600,4.0,4.0,3.75,4.5,5.0,25.914.643.737.735.700,1.0,1.0,3.0
201,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.25,2.0,3.0,3.5,3.0,4.0,4.0,2.643.524.404.049.910,1.0,1.0,3.0
390,1.0,1.0,1.0,1.0,1.0,2.0,1.0,33.333.333.333.333.300,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26.587.551.722.900.200,1.0,2.0,3.0
392,1.0,1.0,2.0,1.0,4.0,1.0,1.0,33.333.333.333.333.300,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26.587.551.722.900.200,1.0,1.0,6.0
396,1.0,1.0,1.0,1.0,1.0,2.0,1.0,33.333.333.333.333.300,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26.587.551.722.900.200,1.0,2.0,3.0
397,1.0,1.0,2.0,2.0,1.0,2.0,1.0,33.333.333.333.333.300,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26.587.551.722.900.200,1.0,2.0,2.0
67,2.0,1.0,2.0,1.0,4.0,1.0,0.0,36.666.666.666.666.600,4.25,33.333.333.333.333.300,3.0,4.0,3.75,4.5,4.0,2.691.475.515.060.970,1.0,1.0,6.0
307,2.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,3.75,3.0,3.0,3.75,3.5,3.0,4.0,27.425.033.218.099.100,1.0,1.0,1.0
303,1.0,1.0,2.0,1.0,4.0,1.0,0.0,4.0,3.75,4.0,2.5,4.0,3.25,3.5,36.666.666.666.666.600,27.705.149.725.056.300,1.0,1.0,6.0
113,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.333.333.333.333.330,3.25,4.0,3.0,4.0,3.5,4.5,5.0,280.120.989.261.647,1.0,2.0,2.0
359,1.0,1.0,1.0,1.0,2.0,2.0,0.0,4.333.333.333.333.330,4.25,4.333.333.333.333.330,3.5,4.0,4.25,4.0,4.666.666.666.666.660,2.806.820.414.799.010,1.0,2.0,4.0
36,1.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,4.0,33.333.333.333.333.300,3.0,4.0,3.5,3.0,4.333.333.333.333.330,2.821.596.986.812.430,1.0,2.0,3.0
299,1.0,2.0,2.0,2.0,1.0,1.0,1.0,26.666.666.666.666.600,3.0,3.0,3.0,3.75,3.5,3.5,33.333.333.333.333.300,28.315.882.779.709.000,1.0,1.0,3.0
330,1.0,1.0,2.0,2.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.333.333.333.333.330,28.647.590.584.650.300,1.0,3.0,6.0
236,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,33.333.333.333.333.300,3.0,3.5,2.75,3.5,4.0,2.866.115.342.789.250,1.0,2.0,3.0
235,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,4.5,5.0,29.054.719.490.235.800,1.0,1.0,2.0
314,1.0,1.0,2.0,2.0,1.0,1.0,1.0,36.666.666.666.666.600,3.75,4.0,3.0,3.5,3.75,4.0,36.666.666.666.666.600,29.282.467.200.027.100,1.0,1.0,3.0
53,1.0,1.0,2.0,1.0,4.0,1.0,1.0,26.666.666.666.666.600,3.5,3.0,3.5,3.75,3.25,4.0,36.666.666.666.666.600,29.536.617.977.967.000,1.0,1.0,6.0
189,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,3.25,26.666.666.666.666.600,3.0,3.5,3.5,3.0,3.0,29.544.739.641.015.500,1.0,1.0,3.0
193,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.75,3.0,3.0,3.75,4.0,3.5,4.0,2.990.471.319.110.610,1.0,1.0,4.0
362,1.0,1.0,2.0,1.0,1.0,2.0,0.0,33.333.333.333.333.300,4.0,33.333.333.333.333.300,3.5,4.5,3.25,4.5,5.0,30.131.032.333.548.400,1.0,2.0,2.0
181,2.0,1.0,2.0,1.0,4.0,1.0,0.0,4.0,4.25,4.333.333.333.333.330,3.0,4.5,3.75,4.0,5.0,30.172.322.907.039.000,1.0,1.0,6.0
65,2.0,1.0,1.0,1.0,0,1.0,0.0,4.0,3.5,4.333.333.333.333.330,3.5,4.0,3.75,3.0,33.333.333.333.333.300,3.075.819.656.285.830,1.0,1.0,0
115,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.333.333.333.333.330,3.75,4.0,4.0,4.0,3.25,3.5,33.333.333.333.333.300,30.837.448.855.382.700,1.0,2.0,2.0
261,2.0,2.0,1.0,2.0,1.0,2.0,0.0,4.333.333.333.333.330,3.75,4.0,2.5,4.25,3.0,3.0,4.0,30.933.690.327.251.200,1.0,2.0,3.0
247,2.0,1.0,2.0,2.0,1.0,2.0,1.0,36.666.666.666.666.600,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.096.240.092.879.750,1.0,3.0,3.0
55,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.666.666.666.666.660,4.0,4.0,3.0,4.25,2.75,3.5,4.666.666.666.666.660,3.134.968.327.634.900,1.0,1.0,3.0
194,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,3.75,4.25,3.5,4.0,31.425.914.307.747.900,1.0,2.0,3.0
138,1.0,,1.0,2.0,1.0,1.0,0.0,4.0,3.0,33.333.333.333.333.300,4.0,4.0,2.5,3.5,36.666.666.666.666.600,31.482.646.295.797.700,1.0,1.0,3.0
230,2.0,1.0,2.0,2.0,1.0,1.0,0.0,33.333.333.333.333.300,3.5,33.333.333.333.333.300,2.0,4.0,3.75,4.0,4.333.333.333.333.330,31.502.758.240.118.600,1.0,1.0,3.0
313,1.0,1.0,1.0,2.0,1.0,2.0,0.0,4.666.666.666.666.660,4.0,4.666.666.666.666.660,3.5,4.75,3.0,4.5,5.0,31.872.998.880.610.300,1.0,2.0,3.0
387,1.0,1.0,1.0,1.0,1.0,2.0,1.0,33.333.333.333.333.300,4.0,4.333.333.333.333.330,4.0,4.0,3.25,4.0,4.666.666.666.666.660,32.380.824.450.563.900,1.0,2.0,2.0
252,2.0,2.0,2.0,2.0,1.0,1.0,0.0,36.666.666.666.666.600,2.75,26.666.666.666.666.600,2.0,3.75,2.75,4.0,36.666.666.666.666.600,32.451.129.709.714.900,1.0,1.0,2.0
354,1.0,1.0,2.0,2.0,1.0,1.0,0.0,36.666.666.666.666.600,3.25,36.666.666.666.666.600,3.5,3.5,3.75,3.5,4.666.666.666.666.660,32.510.301.328.106.700,1.0,1.0,1.0
108,1.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,2.75,4.0,3.0,3.5,3.0,4.0,4.666.666.666.666.660,3.310.274.489.132.220,1.0,2.0,6.0
334,1.0,1.0,1.0,2.0,1.0,2.0,0.0,23.333.333.333.333.300,2.5,2.0,2.5,2.75,2.5,2.5,3.0,33.422.758.889.536.300,1.0,3.0,3.0
213,2.0,1.0,2.0,1.0,2.0,1.0,0.0,33.333.333.333.333.300,3.25,26.666.666.666.666.600,2.0,4.0,3.5,3.0,4.0,335.315.570.411.727,1.0,1.0,4.0
196,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.75,36.666.666.666.666.600,3.0,3.0,3.75,3.5,36.666.666.666.666.600,3.365.184.187.140.540,1.0,1.0,1.0
323,1.0,1.0,2.0,2.0,2.0,1.0,0.0,4.0,3.5,4.0,4.0,3.5,3.0,4.5,4.333.333.333.333.330,33.785.730.279.660.800,1.0,1.0,4.0
157,1.0,1.0,1.0,1.0,1.0,2.0,1.0,33.333.333.333.333.300,2.75,4.0,3.5,3.5,3.25,4.5,4.333.333.333.333.330,33.880.451.051.909.800,1.0,2.0,3.0
349,1.0,1.0,2.0,1.0,4.0,1.0,1.0,36.666.666.666.666.600,3.0,26.666.666.666.666.600,3.5,4.0,3.5,3.0,4.0,34.081.404.385.290.600,1.0,1.0,6.0
245,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,4.0,3.0,3.0,4.0,4.0,3.5,4.0,34.561.209.424.037.600,1.0,1.0,3.0
393,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,3.497.162.701.972.080,1.0,2.0,2.0
110,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.666.666.666.666.660,4.0,4.75,4.75,4.5,5.0,35.300.019.865.268.000,1.0,1.0,1.0
94,1.0,1.0,2.0,2.0,2.0,2.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,35.554.641.248.196.000,1.0,3.0,4.0
370,1.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,3.5,36.666.666.666.666.600,3.5,3.5,4.0,3.0,36.666.666.666.666.600,3.608.959.649.220.100,1.0,1.0,6.0
90,1.0,1.0,2.0,1.0,1.0,2.0,0.0,4.666.666.666.666.660,3.5,4.0,3.0,4.0,2.5,4.0,4.0,36.478.057.353.456.400,1.0,2.0,3.0
291,2.0,1.0,2.0,2.0,1.0,1.0,0.0,4.666.666.666.666.660,4.25,4.666.666.666.666.660,4.0,5.0,3.5,3.5,4.0,3.665.512.615.872.160,1.0,1.0,2.0
85,1.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,3.25,4.666.666.666.666.660,4.0,5.0,4.0,4.5,5.0,36.772.954.427.182.800,1.0,2.0,3.0
82,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,4.25,5.0,4.5,4.5,3.5,4.5,5.0,37.060.179.857.729.700,1.0,2.0,3.0
398,1.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.333.333.333.333.330,37.345.943.404.747.000,1.0,1.0,6.0
191,2.0,1.0,2.0,2.0,1.0,2.0,0.0,4.0,4.0,5.0,4.0,4.75,4.0,5.0,5.0,37.552.089.940.581.200,1.0,2.0,3.0
80,2.0,2.0,2.0,2.0,1.0,2.0,0.0,4.0,4.5,4.666.666.666.666.660,4.0,5.0,4.5,4.5,5.0,37.579.200.027.884.200,1.0,3.0,1.0
333,1.0,1.0,2.0,2.0,1.0,2.0,0.0,36.666.666.666.666.600,3.75,4.666.666.666.666.660,4.0,4.0,3.25,4.0,5.0,37.788.859.419.425.800,1.0,3.0,2.0
173,1.0,1.0,2.0,1.0,1.0,1.0,1.0,33.333.333.333.333.300,4.0,4.0,3.5,3.5,3.5,4.5,4.0,37.827.089.056.399.500,1.0,1.0,3.0
134,2.0,1.0,2.0,1.0,4.0,2.0,1.0,33.333.333.333.333.300,2.5,4.0,4.0,4.0,3.25,4.0,4.666.666.666.666.660,38.053.300.860.848.900,1.0,2.0,6.0
127,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.333.333.333.333.330,3.75,3.0,2.0,4.0,3.5,3.5,4.0,38.641.395.800.818.200,1.0,2.0,1.0
394,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.874.002.320.285.140,1.0,1.0,6.0
197,2.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,3.75,4.333.333.333.333.330,3.5,4.25,3.0,4.5,5.0,3.888.037.202.952.080,1.0,3.0,4.0
102,1.0,1.0,2.0,1.0,2.0,2.0,1.0,36.666.666.666.666.600,3.0,4.0,4.0,4.0,2.75,4.0,5.0,39.022.432.270.320.100,1.0,2.0,4.0
232,2.0,1.0,2.0,1.0,1.0,2.0,1.0,26.666.666.666.666.600,2.75,33.333.333.333.333.300,3.0,3.25,3.5,4.5,4.0,39.597.082.915.807.800,1.0,2.0,3.0
217,2.0,1.0,2.0,2.0,1.0,2.0,0.0,4.0,3.25,4.0,4.0,4.0,4.25,5.0,5.0,39.755.509.469.151.700,1.0,2.0,3.0
75,2.0,1.0,1.0,1.0,1.0,2.0,0.0,4.333.333.333.333.330,4.25,4.666.666.666.666.660,3.5,5.0,2.75,4.0,4.666.666.666.666.660,39.840.929.208.826.200,1.0,2.0,2.0
45,1.0,1.0,2.0,2.0,1.0,1.0,0.0,33.333.333.333.333.300,4.0,33.333.333.333.333.300,4.0,4.5,4.0,4.5,5.0,4.028.145.670.067.770,1.0,1.0,3.0
152,1.0,2.0,2.0,2.0,1.0,1.0,0.0,26.666.666.666.666.600,3.25,3.0,3.5,3.75,3.75,4.5,4.666.666.666.666.660,4.076.594.321.107.570,1.0,1.0,3.0
116,1.0,1.0,2.0,1.0,4.0,1.0,1.0,33.333.333.333.333.300,2.75,4.0,3.0,3.75,3.25,4.5,5.0,40.857.237.392.866.000,1.0,1.0,6.0
195,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.25,2.0,2.5,3.5,1.75,3.5,36.666.666.666.666.600,4.098.262.054.999.410,1.0,1.0,2.0
62,1.0,1.0,2.0,2.0,1.0,2.0,0.0,4.0,3.5,5.0,4.0,4.75,2.75,4.0,4.666.666.666.666.660,4.100.327.748.548.590,1.0,2.0,1.0
165,1.0,1.0,1.0,1.0,1.0,2.0,1.0,33.333.333.333.333.300,3.25,4.333.333.333.333.330,3.5,4.0,3.25,3.5,5.0,4.122.441.651.616.820,1.0,2.0,3.0
237,2.0,2.0,2.0,2.0,1.0,1.0,0.0,4.333.333.333.333.330,3.75,4.0,3.5,4.5,3.75,2.5,4.0,4.135.819.647.567.500,1.0,1.0,2.0
301,1.0,1.0,,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,2.5,2.5,3.0,3.0,4.138.350.837.943.520,1.0,1.0,6.0
399,1.0,1.0,2.0,1.0,1.0,2.0,1.0,33.333.333.333.333.300,4.0,4.666.666.666.666.660,4.0,4.0,4.0,4.0,4.666.666.666.666.660,4.140.521.080.369.450,1.0,2.0,3.0
125,2.0,2.0,1.0,1.0,1.0,1.0,1.0,33.333.333.333.333.300,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.232.083.368.418.100,1.0,1.0,3.0
400,1.0,1.0,2.0,1.0,1.0,2.0,1.0,33.333.333.333.333.300,4.0,4.666.666.666.666.660,4.0,4.25,3.75,4.5,5.0,4.235.589.807.776.650,1.0,2.0,3.0
175,1.0,2.0,2.0,2.0,1.0,1.0,0.0,33.333.333.333.333.300,4.0,26.666.666.666.666.600,3.0,4.25,2.75,3.0,33.333.333.333.333.300,42.582.956.482.332.500,1.0,1.0,2.0
294,2.0,1.0,1.0,2.0,1.0,1.0,1.0,36.666.666.666.666.600,3.0,4.0,3.0,3.0,3.0,3.0,3.0,42.968.647.022.019.700,1.0,1.0,2.0
37,1.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,3.75,5.0,4.0,4.75,3.0,3.5,5.0,4.327.136.675.818.930,1.0,1.0,6.0
388,1.0,1.0,2.0,1.0,4.0,1.0,1.0,33.333.333.333.333.300,4.0,4.666.666.666.666.660,4.0,4.25,3.5,4.5,5.0,432.872.224.180.598,1.0,1.0,6.0
120,2.0,1.0,2.0,1.0,4.0,1.0,0.0,5.0,3.75,5.0,4.0,4.5,4.5,3.5,4.666.666.666.666.660,4.335.212.354.301.030,1.0,1.0,6.0
391,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.5,4.25,2.5,3.5,4.0,4.367.705.824.911.980,1.0,3.0,2.0
262,1.0,1.0,2.0,2.0,1.0,2.0,0.0,5.0,5.0,5.0,4.5,5.0,4.0,5.0,5.0,4.371.948.062.475.410,1.0,3.0,1.0
231,2.0,1.0,2.0,2.0,1.0,2.0,0.0,4.666.666.666.666.660,3.0,4.0,3.0,4.0,3.75,4.0,36.666.666.666.666.600,44.226.642.542.198.800,1.0,2.0,2.0
38,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.666.666.666.666.660,3.75,5.0,3.5,4.0,3.25,4.0,5.0,4.429.812.710.349.770,1.0,1.0,3.0
