ID,Gender,Age,Edu,Inc,Emp,Monthly_Spend,Retail_Platform,Adv,Soc,Grat,Ide,Rol,Val,Eff,Ach,MAH_1,filter_$,Spend,Occupation
328,1.0,,2.0,2.0,1.0,1.0,0.0,36.666.666.666.666.600,3.75,3.0,4.0,3.75,3.0,3.0,3.0,4.433.335.799.931.510,1.0,1.0,3.0
241,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,2.5,23.333.333.333.333.300,3.5,3.75,3.0,3.0,4.0,4.443.918.117.782.030,1.0,1.0,2.0
337,1.0,1.0,2.0,1.0,1.0,1.0,1.0,33.333.333.333.333.300,3.75,36.666.666.666.666.600,3.5,3.5,4.25,4.5,36.666.666.666.666.600,4.452.754.715.072.150,1.0,1.0,3.0
68,1.0,1.0,2.0,2.0,1.0,2.0,0.0,4.333.333.333.333.330,4.25,4.333.333.333.333.330,3.5,5.0,4.75,4.0,5.0,4.454.003.781.049.680,1.0,2.0,2.0
131,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.666.666.666.666.660,4.0,4.666.666.666.666.660,4.0,5.0,4.75,5.0,4.666.666.666.666.660,447.307.927.870.961,1.0,1.0,1.0
259,2.0,2.0,2.0,2.0,1.0,2.0,0.0,5.0,3.25,4.333.333.333.333.330,3.0,4.25,2.75,4.0,4.666.666.666.666.660,451.014.913.246.583,1.0,2.0,3.0
50,1.0,1.0,1.0,1.0,0,1.0,0.0,3.0,2.75,3.0,3.0,4.0,3.75,4.0,33.333.333.333.333.300,4.519.512.197.412.370,1.0,1.0,0
6,2.0,1.0,2.0,1.0,1.0,1.0,0.0,36.666.666.666.666.600,3.5,23.333.333.333.333.300,2.5,4.5,2.25,3.5,4.0,45.772.900.423.277.600,1.0,1.0,3.0
215,2.0,2.0,2.0,2.0,1.0,2.0,0.0,5.0,3.5,4.666.666.666.666.660,4.5,4.5,2.75,3.5,4.333.333.333.333.330,4.595.203.503.883.310,1.0,3.0,1.0
312,1.0,2.0,2.0,2.0,1.0,2.0,0.0,4.666.666.666.666.660,3.25,4.0,4.5,4.0,3.0,3.0,36.666.666.666.666.600,46.649.493.274.513.900,1.0,2.0,3.0
18,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,2.75,3.5,4.333.333.333.333.330,471.139.355.800.215,1.0,1.0,2.0
40,2.0,1.0,2.0,1.0,0,1.0,0.0,5.0,5.0,5.0,4.0,4.75,4.5,4.0,4.666.666.666.666.660,47.145.712.864.422.900,1.0,1.0,0
16,1.0,1.0,2.0,2.0,1.0,1.0,0.0,4.333.333.333.333.330,4.75,4.333.333.333.333.330,5.0,5.0,4.25,4.5,5.0,4.731.402.382.807.950,1.0,1.0,2.0
199,2.0,1.0,2.0,1.0,1.0,1.0,1.0,33.333.333.333.333.300,3.25,2.0,3.0,3.25,2.0,3.0,4.0,4.754.060.818.485.160,1.0,1.0,3.0
96,1.0,1.0,2.0,1.0,1.0,1.0,1.0,36.666.666.666.666.600,2.75,3.0,2.0,4.25,3.75,3.0,4.0,4.860.430.241.505.280,1.0,1.0,2.0
56,2.0,1.0,2.0,1.0,1.0,1.0,0.0,26.666.666.666.666.600,3.0,36.666.666.666.666.600,2.0,3.5,2.75,4.0,4.0,4.872.319.633.694.290,1.0,1.0,3.0
280,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,36.666.666.666.666.600,2.0,3.0,3.25,4.0,4.0,4.931.528.891.771.680,1.0,2.0,3.0
86,1.0,1.0,2.0,1.0,1.0,1.0,1.0,23.333.333.333.333.300,2.0,23.333.333.333.333.300,2.0,2.5,2.0,3.0,26.666.666.666.666.600,4.952.824.463.328.890,1.0,1.0,2.0
292,2.0,2.0,1.0,1.0,0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.959.843.454.027.600,1.0,1.0,0
375,1.0,2.0,1.0,1.0,1.0,1.0,0.0,4.333.333.333.333.330,3.5,3.0,3.0,3.0,3.25,4.0,4.333.333.333.333.330,5.038.931.024.643.550,1.0,1.0,2.0
384,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,2.5,4.0,3.25,3.5,36.666.666.666.666.600,5.042.289.616.059.570,1.0,2.0,3.0
117,2.0,1.0,1.0,1.0,1.0,1.0,0.0,4.333.333.333.333.330,4.25,5.0,3.5,5.0,2.75,3.5,4.666.666.666.666.660,507.754.332.065.636,1.0,1.0,3.0
284,1.0,2.0,1.0,2.0,1.0,2.0,0.0,4.333.333.333.333.330,3.5,26.666.666.666.666.600,2.5,3.75,1.75,3.0,36.666.666.666.666.600,5.083.328.072.313.300,1.0,2.0,3.0
163,2.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0,2.75,4.0,4.0,4.0,3.5,3.0,3.0,5.104.039.558.352.160,1.0,1.0,3.0
345,1.0,1.0,2.0,1.0,1.0,1.0,1.0,26.666.666.666.666.600,3.5,36.666.666.666.666.600,3.5,3.5,4.0,3.0,33.333.333.333.333.300,5.106.769.448.918.000,1.0,1.0,3.0
218,2.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.209.012.926.675.330,1.0,1.0,2.0
151,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,23.333.333.333.333.300,3.0,3.0,3.0,3.0,3.0,5.220.132.935.367.380,1.0,1.0,3.0
403,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.666.666.666.666.660,3.75,5.0,5.0,4.5,3.5,5.0,5.0,5.239.613.764.330.270,1.0,2.0,3.0
329,2.0,1.0,1.0,1.0,2.0,2.0,0.0,4.333.333.333.333.330,3.5,4.0,4.0,4.25,5.0,4.5,4.0,525.873.989.217.627,1.0,2.0,4.0
74,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.25,4.333.333.333.333.330,3.0,4.0,2.75,4.0,4.0,5.277.736.719.186.990,1.0,2.0,2.0
271,1.0,1.0,1.0,2.0,2.0,2.0,0.0,33.333.333.333.333.300,3.5,36.666.666.666.666.600,2.5,3.5,4.0,3.0,3.0,5.287.141.048.785.920,1.0,2.0,4.0
336,1.0,1.0,2.0,1.0,4.0,1.0,1.0,33.333.333.333.333.300,4.75,4.333.333.333.333.330,4.0,4.75,3.5,4.0,4.666.666.666.666.660,53.171.673.457.646.700,1.0,1.0,6.0
239,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.75,5.0,5.0,5.0,5.0,5.0,5.0,5.360.004.087.681.360,1.0,1.0,3.0
244,2.0,2.0,2.0,1.0,0,1.0,0.0,3.0,3.0,33.333.333.333.333.300,2.5,4.0,2.75,2.0,3.0,5.390.561.647.434.220,1.0,1.0,0
402,1.0,2.0,2.0,2.0,1.0,2.0,0.0,5.0,4.5,4.666.666.666.666.660,5.0,5.0,5.0,5.0,5.0,54.901.518.324.975.300,1.0,2.0,3.0
219,1.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,2.0,4.5,2.75,3.5,36.666.666.666.666.600,5.522.411.574.971.800,1.0,1.0,6.0
347,1.0,1.0,1.0,2.0,4.0,2.0,0.0,4.333.333.333.333.330,3.75,36.666.666.666.666.600,3.0,4.0,3.0,3.0,5.0,5.529.106.769.083.120,1.0,2.0,6.0
279,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.666.666.666.666.660,5.0,4.0,4.5,5.0,3.25,5.0,5.0,5.574.383.167.480.310,1.0,2.0,3.0
382,1.0,2.0,2.0,2.0,2.0,2.0,0.0,36.666.666.666.666.600,4.0,26.666.666.666.666.600,3.5,4.0,1.75,4.0,4.333.333.333.333.330,5.607.647.754.401.510,1.0,3.0,4.0
383,1.0,1.0,1.0,1.0,2.0,2.0,1.0,33.333.333.333.333.300,1.5,26.666.666.666.666.600,2.5,3.0,3.0,3.0,3.0,563.027.922.687.848,1.0,2.0,4.0
139,2.0,1.0,2.0,1.0,4.0,2.0,1.0,23.333.333.333.333.300,2.0,2.0,2.0,2.0,2.75,3.0,3.0,5.641.047.706.137.760,1.0,2.0,6.0
81,1.0,2.0,2.0,2.0,1.0,2.0,1.0,33.333.333.333.333.300,3.25,4.0,2.0,3.75,3.0,4.0,5.0,5.720.370.416.204.030,1.0,2.0,3.0
30,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,3.75,4.333.333.333.333.330,3.0,4.75,3.0,5.0,5.0,5.739.488.347.208.880,1.0,2.0,3.0
9,2.0,1.0,2.0,2.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.741.666.737.472.750,1.0,3.0,6.0
63,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.741.666.737.472.750,1.0,3.0,3.0
72,2.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.741.666.737.472.750,1.0,3.0,3.0
149,2.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.741.666.737.472.750,1.0,2.0,3.0
225,1.0,2.0,1.0,1.0,1.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.741.666.737.472.750,1.0,2.0,3.0
277,2.0,2.0,1.0,2.0,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.741.666.737.472.750,1.0,2.0,4.0
341,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.741.666.737.472.750,1.0,3.0,4.0
348,1.0,1.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.741.666.737.472.750,1.0,3.0,4.0
353,1.0,1.0,,1.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.741.666.737.472.750,1.0,1.0,6.0
84,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.25,4.0,4.0,4.0,4.0,4.0,4.0,5.758.735.430.570.170,1.0,1.0,3.0
254,2.0,2.0,2.0,2.0,1.0,2.0,1.0,33.333.333.333.333.300,3.75,36.666.666.666.666.600,3.0,3.25,3.25,2.0,33.333.333.333.333.300,5.820.876.775.574.220,1.0,2.0,3.0
306,1.0,1.0,2.0,2.0,4.0,2.0,0.0,4.666.666.666.666.660,2.75,36.666.666.666.666.600,3.0,3.75,3.0,3.0,3.0,5.822.960.008.078.130,1.0,2.0,6.0
164,2.0,1.0,2.0,1.0,4.0,1.0,0.0,36.666.666.666.666.600,2.5,36.666.666.666.666.600,3.0,4.25,2.0,4.0,5.0,5.881.198.924.282.840,1.0,1.0,6.0
342,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.25,33.333.333.333.333.300,3.0,3.25,2.0,3.5,4.666.666.666.666.660,595.494.562.496.283,1.0,1.0,2.0
76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.333.333.333.333.300,4.0,33.333.333.333.333.300,2.0,3.25,4.0,4.0,4.333.333.333.333.330,598.751.509.901.414,1.0,1.0,3.0
187,2.0,1.0,2.0,1.0,4.0,1.0,0.0,4.333.333.333.333.330,3.25,36.666.666.666.666.600,2.0,4.75,2.5,3.5,4.333.333.333.333.330,5.990.246.181.454.190,1.0,1.0,6.0
257,2.0,1.0,1.0,2.0,2.0,2.0,0.0,5.0,5.0,4.666.666.666.666.660,4.0,5.0,3.0,5.0,5.0,6.008.916.441.219.100,1.0,2.0,4.0
320,1.0,2.0,2.0,2.0,1.0,1.0,1.0,36.666.666.666.666.600,3.0,4.0,2.0,3.25,4.0,4.0,4.0,60.404.801.064.033.000,1.0,1.0,3.0
295,1.0,1.0,1.0,1.0,1.0,2.0,1.0,33.333.333.333.333.300,2.75,5.0,4.0,4.25,3.5,4.0,5.0,6.065.655.411.270.040,1.0,2.0,3.0
206,2.0,2.0,1.0,2.0,1.0,2.0,0.0,5.0,5.0,4.666.666.666.666.660,5.0,4.75,3.5,3.5,4.333.333.333.333.330,6.085.924.872.918.440,1.0,2.0,2.0
20,2.0,1.0,2.0,2.0,1.0,2.0,1.0,23.333.333.333.333.300,2.75,4.0,2.5,3.25,3.0,3.0,4.0,61.061.056.700.411.400,1.0,3.0,3.0
278,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.75,4.666.666.666.666.660,3.5,4.5,2.0,3.5,4.333.333.333.333.330,6.119.071.150.540.520,1.0,3.0,3.0
114,2.0,1.0,2.0,1.0,1.0,1.0,1.0,36.666.666.666.666.600,3.25,36.666.666.666.666.600,3.0,4.5,3.75,3.0,3.0,623.209.989.705.611,1.0,1.0,3.0
272,2.0,2.0,1.0,2.0,2.0,2.0,1.0,26.666.666.666.666.600,2.75,26.666.666.666.666.600,2.5,2.5,4.0,3.5,3.0,62.483.095.896.037,1.0,3.0,4.0
174,2.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,3.25,3.0,3.0,5.0,3.0,3.5,4.666.666.666.666.660,6.264.999.130.444.380,1.0,2.0,3.0
290,2.0,2.0,1.0,2.0,1.0,2.0,0.0,4.0,4.5,33.333.333.333.333.300,3.5,4.0,2.75,3.5,3.0,62.714.931.016.313.600,1.0,2.0,2.0
172,2.0,1.0,2.0,1.0,0,2.0,0.0,36.666.666.666.666.600,3.5,36.666.666.666.666.600,5.0,4.5,3.5,4.0,36.666.666.666.666.600,6.281.646.090.815.970,1.0,2.0,0
73,2.0,2.0,1.0,2.0,2.0,2.0,0.0,4.333.333.333.333.330,2.75,4.333.333.333.333.330,4.5,4.75,3.75,5.0,5.0,6.326.376.943.268.500,1.0,2.0,4.0
285,2.0,2.0,2.0,2.0,1.0,2.0,1.0,23.333.333.333.333.300,2.25,13.333.333.333.333.300,1.5,2.25,2.25,3.5,26.666.666.666.666.600,6.378.194.868.432.440,1.0,3.0,3.0
66,2.0,1.0,2.0,1.0,1.0,2.0,0.0,4.666.666.666.666.660,3.25,23.333.333.333.333.300,2.5,3.5,2.25,3.0,36.666.666.666.666.600,64.148.106.932.676.900,1.0,2.0,2.0
210,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,3.75,3.5,4.0,36.666.666.666.666.600,6.426.560.438.941.300,1.0,1.0,6.0
249,2.0,1.0,1.0,2.0,2.0,2.0,0.0,5.0,5.0,5.0,4.0,5.0,2.75,4.5,5.0,6.444.112.590.544.960,1.0,3.0,4.0
5,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,2.5,3.0,6.488.097.844.329.630,1.0,1.0,6.0
111,2.0,1.0,2.0,1.0,1.0,1.0,1.0,26.666.666.666.666.600,2.75,13.333.333.333.333.300,2.0,3.25,3.75,3.0,33.333.333.333.333.300,649.185.271.111.393,1.0,1.0,2.0
379,2.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,3.75,4.0,4.0,4.25,2.0,2.5,4.333.333.333.333.330,6.495.188.781.705.970,1.0,2.0,4.0
13,1.0,2.0,2.0,2.0,1.0,2.0,0.0,33.333.333.333.333.300,3.0,36.666.666.666.666.600,4.5,3.0,3.0,3.0,3.0,6.526.102.497.487.430,1.0,2.0,3.0
161,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.75,4.0,4.0,4.25,2.5,3.5,33.333.333.333.333.300,66.215.285.333.617,1.0,1.0,3.0
317,2.0,2.0,2.0,2.0,1.0,1.0,0.0,4.0,2.5,36.666.666.666.666.600,2.5,3.5,1.5,3.0,4.333.333.333.333.330,6.630.754.422.272.250,1.0,1.0,3.0
326,1.0,1.0,2.0,1.0,4.0,1.0,0.0,4.333.333.333.333.330,2.5,33.333.333.333.333.300,3.0,4.25,3.0,5.0,5.0,6.643.560.788.927.840,1.0,1.0,6.0
234,2.0,2.0,1.0,2.0,1.0,2.0,0.0,5.0,3.25,5.0,5.0,5.0,4.25,5.0,5.0,668.383.962.184.677,1.0,3.0,3.0
180,1.0,1.0,2.0,1.0,1.0,2.0,0.0,4.333.333.333.333.330,4.0,4.0,3.0,4.5,3.5,3.0,3.0,6.738.397.622.345.660,1.0,2.0,2.0
222,1.0,2.0,2.0,1.0,1.0,1.0,1.0,23.333.333.333.333.300,2.25,13.333.333.333.333.300,1.0,3.5,2.25,3.5,4.0,6.747.193.998.666.830,1.0,1.0,3.0
212,2.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,2.75,4.666.666.666.666.660,4.0,4.5,2.75,2.5,33.333.333.333.333.300,6.748.393.505.014.130,1.0,2.0,4.0
256,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,4.25,23.333.333.333.333.300,2.5,4.0,3.75,5.0,5.0,68.826.051.055.576.800,1.0,1.0,3.0
233,2.0,2.0,1.0,2.0,1.0,1.0,0.0,4.666.666.666.666.660,3.5,4.0,2.5,4.25,3.0,2.5,4.666.666.666.666.660,6.975.064.867.427.310,1.0,1.0,3.0
186,1.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,4.0,23.333.333.333.333.300,2.0,3.5,2.5,5.0,4.666.666.666.666.660,7.016.715.188.911.730,1.0,1.0,3.0
112,2.0,2.0,1.0,1.0,1.0,1.0,0.0,36.666.666.666.666.600,2.25,3.0,1.5,2.75,3.5,3.5,33.333.333.333.333.300,7.049.362.716.418.620,1.0,1.0,3.0
146,2.0,2.0,1.0,1.0,0,1.0,1.0,23.333.333.333.333.300,3.75,2.0,1.5,3.0,3.5,4.0,36.666.666.666.666.600,7.094.936.742.232.480,1.0,1.0,0
205,1.0,1.0,2.0,1.0,1.0,1.0,0.0,4.666.666.666.666.660,4.75,4.333.333.333.333.330,3.0,4.75,5.0,4.0,4.333.333.333.333.330,7.103.154.611.645.650,1.0,1.0,3.0
19,1.0,1.0,2.0,1.0,4.0,1.0,1.0,33.333.333.333.333.300,2.5,5.0,3.5,4.5,2.75,3.5,4.666.666.666.666.660,7.116.220.714.343.160,1.0,1.0,6.0
14,2.0,1.0,2.0,1.0,1.0,1.0,0.0,36.666.666.666.666.600,3.5,3.0,2.0,4.0,3.0,4.5,33.333.333.333.333.300,7.155.039.775.787.630,1.0,1.0,3.0
266,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,3.75,36.666.666.666.666.600,4.5,5.0,2.25,4.5,4.666.666.666.666.660,717.705.364.528.632,1.0,2.0,4.0
395,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.5,4.333.333.333.333.330,3.5,4.25,4.0,3.0,5.0,7.201.780.929.991.480,1.0,2.0,3.0
377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,3.0,3.0,3.0,3.0,3.0,3.0,720.850.795.283.895,1.0,1.0,2.0
49,1.0,1.0,2.0,1.0,4.0,2.0,0.0,26.666.666.666.666.600,2.25,3.0,3.5,2.5,3.0,2.0,3.0,72.897.314.286.854.200,1.0,2.0,6.0
238,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.666.666.666.666.660,3.75,3.0,2.5,3.0,3.5,4.0,4.333.333.333.333.330,72.927.588.658.248.800,1.0,2.0,2.0
275,2.0,1.0,1.0,1.0,0,1.0,0.0,23.333.333.333.333.300,3.5,33.333.333.333.333.300,4.0,3.0,2.5,3.5,33.333.333.333.333.300,7.329.614.174.019.390,1.0,1.0,0
224,2.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,2.25,26.666.666.666.666.600,2.0,3.0,2.25,2.0,2.0,7.392.730.647.790.530,1.0,1.0,4.0
137,2.0,1.0,2.0,2.0,4.0,2.0,0.0,5.0,3.0,5.0,3.0,4.5,4.5,4.0,5.0,7.410.786.287.133.440,1.0,3.0,6.0
95,2.0,1.0,1.0,2.0,1.0,1.0,0.0,36.666.666.666.666.600,3.75,4.333.333.333.333.330,2.0,3.5,3.5,4.5,4.666.666.666.666.660,74.179.112.078.904.200,1.0,1.0,2.0
226,2.0,2.0,1.0,1.0,1.0,2.0,0.0,4.666.666.666.666.660,4.25,5.0,2.5,4.25,2.75,3.5,4.333.333.333.333.330,7.421.612.411.806.920,1.0,2.0,3.0
126,2.0,1.0,2.0,2.0,1.0,2.0,1.0,23.333.333.333.333.300,3.5,26.666.666.666.666.600,3.0,3.5,1.25,3.5,36.666.666.666.666.600,746.406.275.850.731,1.0,2.0,3.0
265,2.0,2.0,1.0,2.0,2.0,2.0,0.0,5.0,4.25,5.0,4.0,3.5,3.0,4.0,4.333.333.333.333.330,75.208.012.482.118.000,1.0,2.0,4.0
318,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.333.333.333.333.330,2.0,4.333.333.333.333.330,3.0,4.0,3.5,3.0,4.666.666.666.666.660,7.560.108.203.908.710,1.0,2.0,2.0
51,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.5,16.666.666.666.666.600,3.0,4.5,3.0,3.5,4.333.333.333.333.330,7.613.067.558.269.470,1.0,1.0,3.0
246,1.0,1.0,2.0,2.0,4.0,2.0,0.0,36.666.666.666.666.600,3.5,4.666.666.666.666.660,4.0,3.25,2.5,3.0,3.0,7.627.790.090.733.080,1.0,3.0,6.0
248,2.0,1.0,2.0,1.0,0,1.0,0.0,3.0,3.0,3.0,3.0,4.0,4.75,4.0,5.0,7.663.947.995.758.790,1.0,1.0,0
319,2.0,1.0,2.0,2.0,1.0,2.0,0.0,33.333.333.333.333.300,4.75,2.0,2.5,3.75,3.25,3.5,33.333.333.333.333.300,7.675.866.316.900.990,1.0,2.0,3.0
204,2.0,,1.0,2.0,1.0,1.0,0.0,4.0,3.75,26.666.666.666.666.600,3.0,4.5,2.5,3.0,5.0,768.634.951.436.078,1.0,1.0,1.0
10,2.0,1.0,2.0,2.0,1.0,2.0,0.0,5.0,3.0,4.0,3.0,4.0,3.75,4.0,33.333.333.333.333.300,7.727.434.005.299.420,1.0,2.0,3.0
220,1.0,2.0,2.0,2.0,2.0,1.0,0.0,33.333.333.333.333.300,4.25,4.333.333.333.333.330,3.0,4.0,3.5,3.0,3.0,7.781.372.947.382.780,1.0,1.0,4.0
39,2.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.5,3.0,2.5,4.25,3.25,2.0,4.0,7.784.401.293.488.010,1.0,1.0,2.0
255,2.0,2.0,2.0,2.0,1.0,2.0,0.0,33.333.333.333.333.300,4.5,4.333.333.333.333.330,3.5,5.0,4.0,4.5,4.0,7.857.984.428.553.480,1.0,3.0,3.0
182,2.0,1.0,2.0,1.0,4.0,1.0,0.0,36.666.666.666.666.600,3.25,23.333.333.333.333.300,2.0,2.25,3.25,2.5,3.0,8.042.248.636.312.870,1.0,1.0,6.0
216,1.0,1.0,2.0,1.0,4.0,1.0,0.0,4.333.333.333.333.330,3.75,23.333.333.333.333.300,2.0,4.25,2.5,3.0,4.666.666.666.666.660,8.096.368.484.449.540,1.0,1.0,6.0
263,1.0,1.0,2.0,2.0,1.0,1.0,0.0,23.333.333.333.333.300,3.5,16.666.666.666.666.600,1.0,3.0,2.75,4.0,4.333.333.333.333.330,809.697.215.925.686,1.0,1.0,2.0
316,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.25,5.0,4.333.333.333.333.330,827.024.827.617.656,1.0,2.0,3.0
208,2.0,,1.0,1.0,1.0,1.0,0.0,4.666.666.666.666.660,3.25,3.0,3.0,3.25,4.0,5.0,4.666.666.666.666.660,8.330.995.936.419.810,1.0,1.0,1.0
190,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.5,3.25,2.5,4.333.333.333.333.330,8.347.684.309.364.510,1.0,1.0,3.0
378,1.0,1.0,2.0,1.0,4.0,1.0,0.0,5.0,4.5,5.0,2.5,4.5,3.5,3.5,5.0,8.385.055.282.830.820,1.0,1.0,6.0
338,1.0,1.0,2.0,2.0,1.0,2.0,0.0,4.0,2.5,3.0,3.0,4.25,4.0,2.5,3.0,838.661.120.510.117,1.0,2.0,3.0
15,1.0,,1.0,2.0,1.0,1.0,1.0,36.666.666.666.666.600,3.5,26.666.666.666.666.600,4.5,4.5,2.75,4.0,5.0,8.418.018.337.325.120,1.0,1.0,2.0
17,2.0,1.0,1.0,2.0,1.0,1.0,1.0,23.333.333.333.333.300,3.0,2.0,2.5,3.25,3.5,4.0,5.0,8.437.659.741.209.530,1.0,1.0,2.0
135,2.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0,4.5,36.666.666.666.666.600,3.0,5.0,3.0,3.0,5.0,851.793.101.103.744,1.0,1.0,1.0
83,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,4.5,4.666.666.666.666.660,4.0,4.25,3.0,3.0,36.666.666.666.666.600,8.559.884.762.838.520,1.0,2.0,1.0
92,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,3.25,4.0,4.5,5.0,8.724.026.789.517.220,1.0,1.0,6.0
122,1.0,1.0,2.0,1.0,1.0,1.0,1.0,33.333.333.333.333.300,4.5,16.666.666.666.666.600,3.5,4.25,3.0,4.0,4.333.333.333.333.330,8.834.796.068.149.990,1.0,1.0,3.0
91,1.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,3.5,36.666.666.666.666.600,3.0,3.25,2.0,5.0,4.666.666.666.666.660,8.874.784.056.621.160,1.0,3.0,3.0
148,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.25,13.333.333.333.333.300,2.0,2.0,2.0,2.0,2.0,8.910.082.038.541.530,1.0,1.0,3.0
176,2.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,3.25,4.0,2.5,5.0,4.5,3.5,4.666.666.666.666.660,8.912.050.777.641.590,1.0,1.0,3.0
